,Title,Author,Issue,Type ,Description,Date
2469,Memorial: Mary Elizabeth Polk Green,"Green, Percy H.",Issue 2,article,Memorial,1996
2470,From the Editor: Good Writing,"Houdek, Frank G.",Issue 3,notes,Note,1996
2471,A Law Librarian's Ten Commandment's,"Gardner, Dillard S.",Issue 3,article,,1996
2472,From Creativity to Computerese: Thinking Like a Lawyer in the Computer Age,"Bintliff, Barbara",Issue 3,article,,1996
2473,Why Let Them Go--Retaining Experienced Librarians by Creating Challenging Internal Career Paths: Introducing the Executive Librarian,"Franklin, Jonathan A.",Issue 3,article,,1996
2474,Do Librarians Deserve Tenure--Casting an Anthropological Eye upon Role Definition within the Law School,"Donovan, James M.",Issue 3,article,,1996
2475,How to Find the Law of the People's Repubic of China: A Research Guide and Selective Annotated Bibliography,"Luo, Wei",Issue 3,article,,1996
2476,Colorado Practice Materials: A Selective Annotated Bibliography,"Fontenot, Mitch",Issue 3,article,,1996
2477,The Sky May Yet Fall on Firm Librarians: A Reply to Chicken Little at the Reference Desk,"Mackler, Mark",Issue 3,comments,Commentary,1996
2478,The Sky May Yet Fall on Firm Librarians: A Reply to Chicken Little at the Reference Desk,"Saint-Onge, Michael",Issue 3,comments,Commentary,1996
2479,Memorial: Eugene M. Wypyski,"May, Daniel",Issue 3,comments,,1996
2480,Memorial: Evelyn M. Gardner,"Fletcher, Ann C.",Issue 3,comments,Memorial,1996
2481,Toward a Truly Seamless Web: Bringing Order to Law on the Internet,"Vreeland, Robert C.",Issue 4,article,,1996
2482,Toward a Truly Seamless Web: Bringing Order to Law on the Internet,"Dempsey, Bert J.",Issue 4,article,,1996
2483,"California Legal History: The Legal System under the United States Military Government, 1846-1849","Saunders, Myra K.",Issue 4,article,,1996
2484,Memorial: Jo Ann Humphreys,"Dragich, Martha J.",Issue 4,article,,1996
2485,Managing the Boss,"Johnston, Janis L.",Issue 1,article,,1997
2486,Use Study of OCLC Cataloging in an Academic Law Library,"Thomas, Julie A.",Issue 1,article,,1997
2487,Bibliographical Perspectives on Roman and Civil Law,"Hoeflich, Michael H.",Issue 1,article,,1997
2488,De Minimis Curat Lex: A Compendium of Legal Trivia,"Healey, Paul D.",Issue 1,article,,1997
2489,What Shall I Wear to the Computer Revolution? Some Thoughts on Electronic Researching in Law,"Haigh, Richard",Issue 2,article,,1997
2490,Best Legal Reference Books of 1996,"O'Connor, Linda Karr",Issue 2,article,,1997
2491,Effectively Managing the Human Side of Change,"Bennett, Donna S.",Issue 3,article,,1997
2492,Delaware Practice Materials: A Selective Annotated Bibliography,"Charles, Patrick",Issue 3,article,,1997
2493,Delaware Practice Materials: A Selective Annotated Bibliography,"King, David K.",Issue 3,article,,1997
2494,"The Solo Practice of Law: From Business Basics to Tomorrow's Technology, An Annotated Bibliogrpahy of Resources, 1992-1997","Cooper, Eric",Issue 3,article,,1997
2495,Treaty Research Basics,"Pratter, Jonathan",Issue 3,article,,1997
2496,An Impossible Task but Everybody Has To Do It--Teaching Legal Research in Law Schools,"Lynch, Michael J.",Issue 3,article,,1997
2497,The Supreme Court of Louisiana and Its Chief Justices,"Billings, Warren M.",Issue 4,article,,1997
2498,The Albany Law School Journal: The Only Surviving Copy,"Emery, Robert A.",Issue 4,article,,1997
2499,New York Statutory Index,"Munson, Agnes M.",,article,,1916
2500,Cooperation among Lawyers,"Ruppenthal, J. C.",,article,,1916
2501,List of Books on Shakespeare and the Law,"Hicks, Frederick C.",,index,,1916
2502,The Problems of Statutory Indexing,"Munson, F. G.",,article,,1916
2503,"Australian Law Reports, Official and Otherwise","Chipman, F. E.",,misc,,1916
2504,Library By-Products,"Strange, Joanna Gleed",,article,,1916
2505,Review of Leather for Binding during the Last Eleven Years in England and America,"Nourse, Emory M.",,comments,,1916
2506,The Library of the Bureau of Railway Economics in Its Inter-Library Relations,"Johnston, R. H.",,article,,1916
2507,Instruction in Legal Bibliography at Columbia University Law School,"Hicks, Frederick C.",,article,,1916
2508,Report of Committee on Bibliography,"Small, A. J.",,misc,,1916
2509,Work in the Pennsylvania Legislative Reference Bureau,"Watts, Irma A.",,article,,1916
2510,Conflicts of Interest in Law Libraries,"Schanck, Peter C.",Issue 1,article,,1998
2511,Researching California Ballot Measures,"Liebert, L. Tobe",Issue 1,article,,1998
2512,The Staff Study: An Integrative Management Tool for Law Libraries,"Sears, Dennis S.",Issue 1,article,,1998
2513,Use of Law Reviews in Modern Legal Research: The Computer Didn't Make Me Do It,"Leiter, Richard A.",Issue 1,article,,1998
2514,Librarians Training Lawyers,"Abrahams, Sharon M.",Issue 1,article,,1998
2515,Is a Universal Collection of Treaties Feasible- An Appraisal of the U.N. Treaty Series,"Surrency, Erwin C.",Issue 1,article,,1998
2516,Diana Mary Priestly: An Appreciation,"Rae, Ann",Issue 2,article,,1998
2517,Diana Mary Priestly: An Appreciation,"Halevy, Balfour",Issue 2,article,,1998
2518,In Search of the Delicate Balance: Legal and Ethical Questions in Assisting the Pro Se Patron,"Healey, Paul D.",Issue 2,article,,1998
2519,The Library as Storyteller,"Shull, Janice K.",Issue 2,article,,1998
2520,"Using Adaptive Technology to Provide Access to Blind, Low-Vision, and Dyslexic Patrons","McKenzie, Elizabeth M.",Issue 2,article,,1998
2521,"Using Adaptive Technology to Provide Access to Blind, Low-Vision, and Dyslexic Patrons","Casey, Kathleen E.",Issue 2,article,,1998
2522,Measuring the Importance of Supreme Court Decisions,"Brenner, Saul",Issue 2,article,,1998
2523,Meaningful Access to the Courts and Law Libraries: Where Are We Now,"Westwood, Karen",Issue 2,article,,1998
2524,Shepardizing English Law,"Young, Stephen E.",Issue 2,article,,1998
2525,"Wisconsin Practice Materials: A Selective, Annotated Bibliography","Platt, Ellen J.",Issue 2,article,,1998
2526,"Wisconsin Practice Materials: A Selective, Annotated Bibliography","Koshollek, Mary J.",Issue 2,article,,1998
2527,Redefining a Profession,"Danner, Richard A.",Issue 3,article,,1998
2528,Planning and Constructing Law School Buildings: Ten Basic Guidelines,"Edwards, John D.",Issue 3,article,,1998
2529,California Legal History: The California Constitution of 1849,"Saunders, Myra K.",Issue 3,article,,1998
2530,The Digests of Pennsylvania,"Fishman, Joel",Issue 3,article,,1998
2531,Diversity in AALL--It Does Exist,"Pearson, Joyce A. McCray",Issue 4,article,,1998
2532,Why Is Diversity Important for Law Librarianship?,"Chandler, Yvonne J.",Issue 4,article,,1998
2533,Diversity Deferred,"Howland, Joan S.",Issue 4,article,,1998
2534,"Diversity and Professional Activism: Both and, Not Either or","Ayala, Jacqueline",Issue 4,comments,,1998
2535,"R-E-S-P-E-C-T, Find Out What It Means to Me","Jackson, George R.",Issue 4,article,,1998
2536,Diversity in Conflict,"Neely, Teresa Y.",Issue 4,article,,1998
2537,"The Recruitment of Minority Librarians: A Bibliography of the Literature, 1990-1998","Garces, Vicente E.",Issue 4,article,,1998
2538,Evaluation Criteria and Quality Control for Legal Knowledge Systems on the Internet: A Case Study,"Newman, Marie Stefanini",Issue 1,article,,1999
2539,One Step at a Time: The Research Value of Law Student Notebooks,"Beck, Karen S.",Issue 1,article,,1999
2540,Connecticut Practice Materials: A Selective Annotated Bibliography,"Saxon, Jonathan",Issue 1,article,,1999
2541,Meet My Mentor: A Collection of Personal Reminiscences,"Houdek, Frank G.",Issue 1,comments,,1999
2542,Faculty Services: Librarian-Supervised Students as Research Assistants in the Law Library,"Richman, Harriet",Issue 2,article,,1999
2543,Faculty Services: Librarian-Supervised Students as Research Assistants in the Law Library,"Windsor, Steve",Issue 2,article,,1999
2544,Federal Initiatives to Promote Access to Electronic Government Information: The Impact on the Federal Depository Library Program,"Brown, Wendy R.",Issue 2,article,,1999
2545,A Comparative Lawyer's Review of the LC Classification System,"van Laer, Conrad J. P.",Issue 2,article,,1999
2546,Nevada Practice Materials: A Selective Annotated Bibliography,"Fletcher, G. LeGrande",Issue 2,article,,1999
2547,Researching Labor Arbitration and Alternative Dispute Resolution in Employment,"Thorpe, Suzanne",Issue 2,article,,1999
2548,Researching Labor Arbitration and Alternative Dispute Resolution in Employment,"Cooper, Laura J.",Issue 2,article,,1999
2549,Golf Buddy Reference Questions,"Whisner, Mary",Issue 2,article,,1999
2550,Evaluating Academic Law Library Directors,"Studwell, Roberta",Issue 3,article,,1999
2551,"The Police Response to Spouse Abuse: A Selective, Annotated Bibliography","Egan, Nancy",Issue 3,article,,1999
2552,What Law Librarians Collect,"Houdek, Frank G.",Issue 3,article,,1999
2553,The Joy of Gathering,"Strohmeyer, Nancy L.",Issue 3,article,,1999
2554,Researching in an Imperfect World,"Whisner, Mary",Issue 3,article,,1999
2555,Will Law Schools Go the Distance? An Annotated Bibliography on Distance Education in Law,"Torres, Arturo Lopez",Issue 4,article,,1999
2556,Will Law Schools Go the Distance? An Annotated Bibliography on Distance Education in Law,"Sterling, W. Clinton",Issue 4,article,,1999
2557,Western Pacific Chapter,"Sears, Dennis S.",Issue 4,notes,"American Association of Law Libraries: Reports of Chapters, Special Interest Sections, Committees, Special Committees and Task Forces, and Representatives 1998-99",1999
2558,Celebrating the Virtues of Saying I Don't Know,"Whisner, Mary",Issue 4,article,,1999
2559,Letter to the Editor,"Banks, Margaret A.",Issue 4,comments,,1999
2560,From the Editor--The Universal Citation Guide,"Houdek, Frank G.",Issue 1,notes,,2000
2561,Law Libraries in Hyperspace: A Citation Analysis of World Wide Web Sites,"Vreeland, Robert C.",Issue 1,article,,2000
2562,The Identification of Harvard Law School Ms 189,"Jenkins, David",Issue 1,article,,2000
2563,Project Management: A Technique for Coping with Change,"Anzalone, Filippa Marullo",Issue 1,article,,2000
2564,Managing Internal Administrative Change,"Custer, Joseph A.",Issue 1,article,,2000
2565,By Command of Her Majesty: An Introduction to the Command Papers of the United Kingdom,"Young, Stephen E.",Issue 1,article,,2000
2566,Cataloging Remote Electronic Resources,"Breeze, Hope",Issue 1,article,,2000
2567,"Bouvier's, Black's, and Tinkerbell","Whisner, Mary",Issue 1,article,,2000
2568,Practical Solutions--Dealing with Orphan Printouts,"Senter, James B.",Issue 1,article,,2000
2569,Memorial: Eileen M. Murphy,"Murphy, Sheila F.",Issue 1,comments,Memorial,2000
2570,Memorial: Della M. Geyer,"Kendrick, Susan",Issue 1,comments,Memorial,2000
2571,Memorial: Amelia Sandique-Owens,"Kehoe, Patrick E.",Issue 1,comments,Memorial,2000
2572,"Comparing KeyCite and Shepard's for Completeness, Currency, and Accuracy","Taylor, William L.",Issue 2,article,,2000
2573,A Response to Taylor's Comparison of Shepard's and KeyCite,"Morris, Jane W.",Issue 2,comments,,2000
2574,Back to the Future: Predicting Materials Costs by Analyzing Past Expenditures,"Clark, Mae M.",Issue 2,article,,2000
2575,Back to the Future: Predicting Materials Costs by Analyzing Past Expenditures,"Alsbury, Donna",Issue 2,article,,2000
2576,"Pursuing Fair Use, Law Libraries, and Electronic Reserves","Melamut, Steven J.",Issue 2,article,,2000
2577,Granting Certiorari by the United States Supreme Court: An Overview of the Social Science Studies,"Brenner, Saul",Issue 2,article,,2000
2578,Issues in Law Library Acquisitions: An Analysis,"Milunovich, Kent",Issue 2,article,,2000
2579,Climb High: High Altitude Mountaineering Lessons for Librarians,"Briscoe, Georgia",Issue 2,article,,2000
2580,Keeping Up is Hard to Do,"Whisner, Mary",Issue 2,article,,2000
2581,Memorial: Simon L. Goren,"Carrick, Kathleen",Issue 2,comments,Memorial,2000
2582,Editor's Postscript: Staying Power,"Houdek, Frank G.",Issue 2,notes,,2000
2583,Keeping Watch on the Waterfront: Social Responsibility in Legal and Library Professional Organizations,"Campbell, Leslie M.",Issue 3,article,,2000
2584,"A New Twist on an Old Plot: Legal Research is a Strategy, Not a Format","Potter, Theodore A.",Issue 3,article,,2000
2585,Mandatory Advanced Legal Research: A Viable Program for Law Schools,"Schanck, Peter C.",Issue 3,article,,2000
2586,Leaving Paradise: Dropping Out of the Federal Depository Library Program,"McKenzie, Elizabeth M.",Issue 3,article,,2000
2587,Leaving Paradise: Dropping Out of the Federal Depository Library Program,"Gemellaro, Elizabeth",Issue 3,article,,2000
2588,Leaving Paradise: Dropping Out of the Federal Depository Library Program,"Walters, Caroline",Issue 3,article,,2000
2589,Has the Bluebook Met Its Match--The ALWD Citation Manual,"Bast, Carol M.",Issue 3,article,,2000
2590,Has the Bluebook Met Its Match--The ALWD Citation Manual,"Harrell, Susan",Issue 3,article,,2000
2591,On Asking for Help,"Whisner, Mary",Issue 3,article,,2000
2592,Another Response to Taylor's Comparison of KeyCite and Shepard's ,"Dabney, Dan",Issue 3,article,,2000
2593,Memorial: Nicholas Triffin,"Newman, Marie Stefanini",Issue 3,comments,Memorial,2000
2594,Memorial: Curtis G. Robbins,"Louzin, Brenna A.",Issue 3,comments,Memorial,2000
2595,Memorial: Curtis G. Robbins,"Dacres, Bridget E.",Issue 3,comments,Memorial,2000
2596,Memorial: Curtis G. Robbins,"Lawrence, Jan",Issue 3,comments,Memorial,2000
2597,Memorial: Curtis G. Robbins,"Padfield, Amy",Issue 3,comments,Memorial,2000
2598,Better Search Engines for Law,"Barmakian, Deanna",Issue 4,article,,2000
2599,"Linking Globally, Coping Locally: Cataloging Internet Resources at the University of Colorado Law Library","Selden, Karen",Issue 4,article,,2000
2600,Reflections on a JX Reclassification Project,"Lin, Katherina R.",Issue 4,article,,2000
2601,Reflections on a JX Reclassification Project,"Murphy, Erin (I)",Issue 4,article,,2000
2602,Atlanta Law Libraries Association,"Briscoe, Georgia",Issue 4,misc,,2000
2603,Reference Librarians Do Not Work in Steel,"Whisner, Mary",Issue 4,article,,2000
2604,Practical Solutions--Creating a Database for Research Requests,"Morey, Beth",Issue 4,article,,2000
2605,Memorial: Margaret Althea Goldblatt,"Leary, Margaret A.",Issue 4,comments,Memorial,2000
2606,Records Retention in the Private Legal Environment: Annotated Bibliography and Program Implementation Tools,"Nemcheck, Lee R.",Issue 1,article,,2001
2607,"Too Many Jobs, Too Few Job Seekers--A Study of Law Librarianship Job Data Samples, 1989-1999","Tice, Beatrice A.",Issue 1,article,,2001
2608,Blazing Trails in a New Kentucky Wilderness: Early Kentucky Case Law Digests,"Metzmeier, Kurt X.",Issue 1,article,,2001
2609,An Index to Special Court Sessions in West's Federal Reporters,"Fritschel, Barbara L.",Issue 1,article,,2001
2610,The Trouble with Utopia,"Whisner, Mary",Issue 1,article,Practicing Reference,2001
2611,A Law Librarian at Cooperstown,"Brown, Patricia I.",Issue 1,article,First Person,2001
2612,A Law Librarian at Cooperstown,"McKenzie, Elizabeth M.",Issue 1,article,First Person,2001
2613,Irish Legal History: An Overview and Guide to the Sources,"Sinder, Janet",Issue 2,article,,2001
2614,The Impact of Electonic Access on Basic Library Services: One Academic Law Library's Experience,"Bravy, Gary J.",Issue 2,article,,2001
