Title,Author,Citation,Issue,Type ,Description,Year
Legal Materials of the United States in the People's Republic of China,"Liu, Frank Y.",87 Law. Libr. J. 364 (1995),Issue 2,article,,1995
Fluidity in Voting on the United States Supreme Court: A Bibliographic Overview of the Studies,"Brenner, Saul",87 Law. Libr. J. 380 (1995),Issue 2,article,,1995
Federal Tax Sources Recommended for Law School Libraries,"Pratt, Katherine T.",87 Law. Libr. J. 387 (1995),Issue 2,article,,1995
Why Not a Shared Database for Legal Serial Patterns,"Briscoe, Georgia K.",87 Law. Libr. J. 465 (1995),Issue 2,article,,1995
"Dough, Re, Me: The Scale of Justice (A Descant for Entering First-Year Law Students)","Kunsch, Kelly",87 Law. Libr. J. 471 (1995),Issue 2,article,,1995
California Legal History: A Review of Spanish and Mexican Legal Institutions,"Saunders, Myra K.",87 Law. Libr. J. 487 (1995),Issue 3,article,,1995
Chicken Little at the Reference Desk: The Myth of Librarian Liability,"Healey, Paul D.",87 Law. Libr. J. 515 (1995),Issue 3,article,,1995
Idaho Practice Materials: A Selective Annotated Bibliography,"Seeger, Leinaala R.",87 Law. Libr. J. 534 (1995),Issue 3,article,,1995
"Seventeenth-Century Virginia Law and its Historians, with an Accompanying Guide to Sources","Billings, Warren M.",87 Law. Libr. J. 556 (1995),Issue 3,article,,1995
Motivating Law Students to Develop Competent Legal Research Skills: Combating the Negative Findings of the Howland and Lewis Survey (abstract),"Staheli, Kory D.",87 Law. Libr. J. 576 (1995),Issue 3,article,,1995
The Reports of the Supreme Court of Pennsylvania,"Fishman, Joel",87 Law. Libr. J. 643 (1995),Isue 4,article,,1995
From the Editor: When 89 Equals 90,"Houdek, Frank G.",88 Law. Libr. J. 7 (1996),Issue 1,notes,Note,1996
Annual Meetings of AALL 1906-1996,"Houdek, Frank G.",88 Law. Libr. J. 82 (1996),Issue 1,misc,,1996
The Winds of Change: Acquisitions for a New Century,"Bluh, Pamela",88 Law. Libr. J. 90 (1996),Issue 1,article,,1996
Reconciling Space and Access Needs in a Small Law Firm Library: A Modest Proposal,"Tilevitz, Sarah Laidlaw",88 Law. Libr. J. 96 (1996),Issue 1,article,,1996
The Case of the Phantom Thirteenth Amendment: A Historical and Bibliographic Nightmare,"Conklin, Curt E.",88 Law. Libr. J. 121 (1996),Issue 1,article,,1996
Outsourcing: New Name for an Old Practice,"Johnston, Janis L.",88 Law. Libr. J. 128 (1996),Issue 1,comments,Commentary,1996
Reply to Kearley's International Law Book Prices,"Stephens, Alan",88 Law. Libr. J. 135 (1996),Issue 1,comments,Commentary,1996
Remembrances of William D. Murphy,"Ellenberger, Jack",88 Law. Libr. J. 148 (1996),Issue 2,article,,1996
The Impact of Recent Litigation on Interlibrary Loan and Document Delivery,"Heller, James S.",88 Law. Libr. J. 158 (1996),Issue 2,article,,1996
Best Legal Reference Books of 1995,"O'Connor, Linda Karr",88 Law. Libr. J. 178 (1996),Issue 2,article,,1996
"The Interaction of the Americans with Disabilities Act, the Family Medical Leave Act, and the Pregnancy Discrimination Act and Their Impact on Libraries","Wilhelmus, David W.;Wilhelmus, Mary Tiede",88 Law. Libr. J. 231 (1996),Issue 2,article,,1996
What's Wrong with Legal Research and Writing--Problems and Solutions,"Fitzgerald, Maureen F.",88 Law. Libr. J. 247 (1996),Issue 2,article,,1996
Teaching Research to Faculty: Accommodating Cultural and Learning-Style Differences,"Thompson, Jane",88 Law. Libr. J. 280 (1996),Issue 2,article,,1996
Oregon Practice Materials: A Selective Annotated Bibliography,"Beck, Karen S.",88 Law. Libr. J. 288 (1996),Issue 2,article,,1996
From the Editor: Good Writing,"Houdek, Frank G.",88 Law. Libr. J. 333 (1996),Issue 3,notes,Note,1996
A Law Librarian's Ten Commandment's,"Gardner, Dillard S.",88 Law. Libr. J. 335 (1996),Issue 3,article,,1996
From Creativity to Computerese: Thinking Like a Lawyer in the Computer Age,"Bintliff, Barbara",88 Law. Libr. J. 338 (1996),Issue 3,article,,1996
Why Let Them Go--Retaining Experienced Librarians by Creating Challenging Internal Career Paths: Introducing the Executive Librarian,"Franklin, Jonathan A.",88 Law. Libr. J. 352 (1996),Issue 3,article,,1996
Do Librarians Deserve Tenure--Casting an Anthropological Eye upon Role Definition within the Law School,"Donovan, James M.",88 Law. Libr. J. 382 (1996),Issue 3,article,,1996
How to Find the Law of the People's Repubic of China: A Research Guide and Selective Annotated Bibliography,"Luo, Wei",88 Law. Libr. J. 402 (1996),Issue 3,article,,1996
Colorado Practice Materials: A Selective Annotated Bibliography,"Fontenot, Mitch",88 Law. Libr. J. 427 (1996),Issue 3,article,,1996
The Sky May Yet Fall on Firm Librarians: A Reply to Chicken Little at the Reference Desk,"Mackler, Mark;Saint-Onge, Michael",88 Law. Libr. J. 456 (1996),Issue 3,comments,Commentary,1996
Toward a Truly Seamless Web: Bringing Order to Law on the Internet,"Vreeland, Robert C.;Dempsey, Bert J.",88 Law. Libr. J. 469 (1996),Issue 4,article,,1996
"California Legal History: The Legal System under the United States Military Government, 1846-1849","Saunders, Myra K.",88 Law. Libr. J. 488 (1996),Issue 4,article,,1996
Managing the Boss,"Johnston, Janis L.",89 Law Libr. J. 21 (1997),Issue 1,article,,1997
Use Study of OCLC Cataloging in an Academic Law Library,"Thomas, Julie A.",89 Law Libr. J. 31 (1997),Issue 1,article,,1997
Bibliographical Perspectives on Roman and Civil Law,"Hoeflich, Michael H.",89 Law Libr. J. 41 (1997),Issue 1,article,,1997
De Minimis Curat Lex: A Compendium of Legal Trivia,"Healey, Paul D.",89 Law Libr. J. 55 (1997),Issue 1,article,,1997
What Shall I Wear to the Computer Revolution? Some Thoughts on Electronic Researching in Law,"Haigh, Richard",89 Law Libr. J. 245 (1997),Issue 2,article,,1997
Best Legal Reference Books of 1996,"O'Connor, Linda Karr",89 Law Libr. J. 265 (1997),Issue 2,article,,1997
Effectively Managing the Human Side of Change,"Bennett, Donna S.",89 Law Libr. J. 335 (1997),Issue 3,article,,1997
Delaware Practice Materials: A Selective Annotated Bibliography,"Charles, Patrick;King, David K.",89 Law Libr. J. 349 (1997),Issue 3,article,,1997
"The Solo Practice of Law: From Business Basics to Tomorrow's Technology, An Annotated Bibliogrpahy of Resources, 1992-1997","Cooper, Eric",89 Law Libr. J. 379 (1997),Issue 3,article,,1997
Treaty Research Basics,"Pratter, Jonathan",89 Law Libr. J. 407 (1997),Issue 3,article,,1997
An Impossible Task but Everybody Has To Do It--Teaching Legal Research in Law Schools,"Lynch, Michael J.",89 Law Libr. J. 415 (1997),Issue 3,article,,1997
The Supreme Court of Louisiana and Its Chief Justices,"Billings, Warren M.",89 Law Libr. J. 449 (1997),Issue 4,article,,1997
The Albany Law School Journal: The Only Surviving Copy,"Emery, Robert A.",89 Law Libr. J. 463 (1997),Issue 4,article,,1997
New York Statutory Index,"Munson, Agnes M.",9 Law Libr. J. 1 (1916),,article,,1916
Cooperation among Lawyers,"Ruppenthal, J. C.",9 Law Libr. J. 9 (1916),,article,,1916
List of Books on Shakespeare and the Law,"Hicks, Frederick C.",9 Law Libr. J. 20 (1916),,index,,1916
The Problems of Statutory Indexing,"Munson, F. G.",9 Law Libr. J. 53 (1916),,article,,1916
"Australian Law Reports, Official and Otherwise","Chipman, F. E.",9 Law Libr. J. 62 (1916),,misc,,1916
Library By-Products,"Strange, Joanna Gleed",9 Law Libr. J. 72 (1916),,article,,1916
Review of Leather for Binding during the Last Eleven Years in England and America,"Nourse, Emory M.",9 Law Libr. J. 92 (1916),,comments,,1916
The Library of the Bureau of Railway Economics in Its Inter-Library Relations,"Johnston, R. H.",9 Law Libr. J. 111 (1916),,article,,1916
Instruction in Legal Bibliography at Columbia University Law School,"Hicks, Frederick C.",9 Law Libr. J. 121 (1916),,article,,1916
Report of Committee on Bibliography,"Small, A. J.",9 Law Libr. J. 126 (1916),,misc,,1916
Work in the Pennsylvania Legislative Reference Bureau,"Watts, Irma A.",9 Law Libr. J. 139 (1916),,article,,1916
Conflicts of Interest in Law Libraries,"Schanck, Peter C.",90 Law Libr. J. 7 (1998),Issue 1,article,,1998
Researching California Ballot Measures,"Liebert, L. Tobe",90 Law Libr. J. 27 (1998),Issue 1,article,,1998
The Staff Study: An Integrative Management Tool for Law Libraries,"Sears, Dennis S.",90 Law Libr. J. 51 (1998),Issue 1,article,,1998
Use of Law Reviews in Modern Legal Research: The Computer Didn't Make Me Do It,"Leiter, Richard A.",90 Law Libr. J. 59 (1998),Issue 1,article,,1998
Librarians Training Lawyers,"Abrahams, Sharon M.",90 Law Libr. J. 71 (1998),Issue 1,article,,1998
Is a Universal Collection of Treaties Feasible- An Appraisal of the U.N. Treaty Series,"Surrency, Erwin C.",90 Law Libr. J. 77 (1998),Issue 1,article,,1998
Diana Mary Priestly: An Appreciation,"Rae, Ann;Halevy, Balfour",90 Law Libr. J. 123 (1998),Issue 2,article,,1998
In Search of the Delicate Balance: Legal and Ethical Questions in Assisting the Pro Se Patron,"Healey, Paul D.",90 Law Libr. J. 129 (1998),Issue 2,article,,1998
The Library as Storyteller,"Shull, Janice K.",90 Law Libr. J. 149 (1998),Issue 2,article,,1998
"Using Adaptive Technology to Provide Access to Blind, Low-Vision, and Dyslexic Patrons","McKenzie, Elizabeth M.;Casey, Kathleen E.",90 Law Libr. J. 157 (1998),Issue 2,article,,1998
Measuring the Importance of Supreme Court Decisions,"Brenner, Saul",90 Law Libr. J. 183 (1998),Issue 2,article,,1998
Meaningful Access to the Courts and Law Libraries: Where Are We Now,"Westwood, Karen",90 Law Libr. J. 193 (1998),Issue 2,article,,1998
Shepardizing English Law,"Young, Stephen E.",90 Law Libr. J. 209 (1998),Issue 2,article,,1998
"Wisconsin Practice Materials: A Selective, Annotated Bibliography","Platt, Ellen J.;Koshollek, Mary J.",90 Law Libr. J. 219 (1998),Issue 2,article,,1998
Redefining a Profession,"Danner, Richard A.",90 Law Libr. J. 315 (1998),Issue 3,article,,1998
Planning and Constructing Law School Buildings: Ten Basic Guidelines,"Edwards, John D.",90 Law Libr. J. 423 (1998),Issue 3,article,,1998
California Legal History: The California Constitution of 1849,"Saunders, Myra K.",90 Law Libr. J. 447 (1998),Issue 3,article,,1998
The Digests of Pennsylvania,"Fishman, Joel",90 Law Libr. J. 481 (1998),Issue 3,article,,1998
Diversity in AALL--It Does Exist,"Pearson, Joyce A. McCray",90 Law Libr. J. 541 (1998),Issue 4,article,,1998
Why Is Diversity Important for Law Librarianship?,"Chandler, Yvonne J.",90 Law Libr. J. 545 (1998),Issue 4,article,,1998
Diversity Deferred,"Howland, Joan S.",90 Law Libr. J. 561 (1998),Issue 4,article,,1998
"Diversity and Professional Activism: Both and, Not Either or","Ayala, Jacqueline",90 Law Libr. J. 577 (1998),Issue 4,comments,,1998
"R-E-S-P-E-C-T, Find Out What It Means to Me","Jackson, George R.",90 Law Libr. J. 579 (1998),Issue 4,article,,1998
Diversity in Conflict,"Neely, Teresa Y.",90 Law Libr. J. 587 (1998),Issue 4,article,,1998
"The Recruitment of Minority Librarians: A Bibliography of the Literature, 1990-1998","Garces, Vicente E.",90 Law Libr. J. 603 (1998),Issue 4,article,,1998
Evaluation Criteria and Quality Control for Legal Knowledge Systems on the Internet: A Case Study,"Newman, Marie Stefanini",91 Law Libr. J. 9 (1999),Issue 1,article,,1999
One Step at a Time: The Research Value of Law Student Notebooks,"Beck, Karen S.",91 Law Libr. J. 29 (1999),Issue 1,article,,1999
Connecticut Practice Materials: A Selective Annotated Bibliography,"Saxon, Jonathan",91 Law Libr. J. 139 (1999),Issue 1,article,,1999
Meet My Mentor: A Collection of Personal Reminiscences,"Houdek, Frank G.",91 Law Libr. J. 177 (1999),Issue 1,comments,,1999
Faculty Services: Librarian-Supervised Students as Research Assistants in the Law Library,"Richman, Harriet;Windsor, Steve",91 Law Libr. J. 279 (1999),Issue 2,article,,1999
Federal Initiatives to Promote Access to Electronic Government Information: The Impact on the Federal Depository Library Program,"Brown, Wendy R.",91 Law Libr. J. 291 (1999),Issue 2,article,,1999
A Comparative Lawyer's Review of the LC Classification System,"van Laer, Conrad J. P.",91 Law Libr. J. 305 (1999),Issue 2,article,,1999
Nevada Practice Materials: A Selective Annotated Bibliography,"Fletcher, G. LeGrande",91 Law Libr. J. 313 (1999),Issue 2,article,,1999
Researching Labor Arbitration and Alternative Dispute Resolution in Employment,"Thorpe, Suzanne;Cooper, Laura J.",91 Law Libr. J. 367 (1999),Issue 2,article,,1999
Golf Buddy Reference Questions,"Whisner, Mary",91 Law Libr. J. 413 (1999),Issue 2,article,,1999
Evaluating Academic Law Library Directors,"Studwell, Roberta",91 Law Libr. J. 423 (1999),Issue 3,article,,1999
"The Police Response to Spouse Abuse: A Selective, Annotated Bibliography","Egan, Nancy",91 Law Libr. J. 499 (1999),Issue 3,article,,1999
What Law Librarians Collect,"Houdek, Frank G.",91 Law Libr. J. 577 (1999),Issue 3,article,,1999
The Joy of Gathering,"Strohmeyer, Nancy L.",91 Law Libr. J. 629 (1999),Issue 3,article,,1999
Researching in an Imperfect World,"Whisner, Mary",91 Law Libr. J. 637 (1999),Issue 3,article,,1999
Will Law Schools Go the Distance? An Annotated Bibliography on Distance Education in Law,"Torres, Arturo Lopez;Sterling, W. Clinton",91 Law Libr. J. 655 (1999),Issue 4,article,,1999
Western Pacific Chapter,"Sears, Dennis S.",91 Law Libr. J. 817 (1999),Issue 4,notes,"American Association of Law Libraries: Reports of Chapters, Special Interest Sections, Committees, Special Committees and Task Forces, and Representatives 1998-99",1999
Celebrating the Virtues of Saying I Don't Know,"Whisner, Mary",91 Law Libr. J. 861 (1999),Issue 4,article,,1999
From the Editor--The Universal Citation Guide,"Houdek, Frank G.",92 Law Libr. J. 7 (2000),Issue 1,notes,,2000
Law Libraries in Hyperspace: A Citation Analysis of World Wide Web Sites,"Vreeland, Robert C.",92 Law Libr. J. 9 (2000),Issue 1,article,,2000
The Identification of Harvard Law School Ms 189,"Jenkins, David",92 Law Libr. J. 27 (2000),Issue 1,article,,2000
Project Management: A Technique for Coping with Change,"Anzalone, Filippa Marullo",92 Law Libr. J. 53 (2000),Issue 1,article,,2000
Managing Internal Administrative Change,"Custer, Joseph A.",92 Law Libr. J. 71 (2000),Issue 1,article,,2000
By Command of Her Majesty: An Introduction to the Command Papers of the United Kingdom,"Young, Stephen E.",92 Law Libr. J. 81 (2000),Issue 1,article,,2000
Cataloging Remote Electronic Resources,"Breeze, Hope",92 Law Libr. J. 91 (2000),Issue 1,article,,2000
"Bouvier's, Black's, and Tinkerbell","Whisner, Mary",92 Law Libr. J. 99 (2000),Issue 1,article,,2000
Practical Solutions--Dealing with Orphan Printouts,"Senter, James B.",92 Law Libr. J. 107 (2000),Issue 1,article,,2000
"Comparing KeyCite and Shepard's for Completeness, Currency, and Accuracy","Taylor, William L.",92 Law Libr. J. 127 (2000),Issue 2,article,,2000
A Response to Taylor's Comparison of Shepard's and KeyCite,"Morris, Jane W.",92 Law Libr. J. 143 (2000),Issue 2,comments,,2000
Back to the Future: Predicting Materials Costs by Analyzing Past Expenditures,"Clark, Mae M.;Alsbury, Donna",92 Law Libr. J. 147 (2000),Issue 2,article,,2000
"Pursuing Fair Use, Law Libraries, and Electronic Reserves","Melamut, Steven J.",92 Law Libr. J. 157 (2000),Issue 2,article,,2000
Granting Certiorari by the United States Supreme Court: An Overview of the Social Science Studies,"Brenner, Saul",92 Law Libr. J. 193 (2000),Issue 2,article,,2000
Issues in Law Library Acquisitions: An Analysis,"Milunovich, Kent",92 Law Libr. J. 203 (2000),Issue 2,article,,2000
Climb High: High Altitude Mountaineering Lessons for Librarians,"Briscoe, Georgia",92 Law Libr. J. 217 (2000),Issue 2,article,,2000
Keeping Up is Hard to Do,"Whisner, Mary",92 Law Libr. J. 225 (2000),Issue 2,article,,2000
Editor's Postscript: Staying Power,"Houdek, Frank G.",92 Law Libr. J. 255 (2000),Issue 2,notes,,2000
Keeping Watch on the Waterfront: Social Responsibility in Legal and Library Professional Organizations,"Campbell, Leslie M.",92 Law Libr. J. 263 (2000),Issue 3,article,,2000
"A New Twist on an Old Plot: Legal Research is a Strategy, Not a Format","Potter, Theodore A.",92 Law Libr. J. 287 (2000),Issue 3,article,,2000
Mandatory Advanced Legal Research: A Viable Program for Law Schools,"Schanck, Peter C.",92 Law Libr. J. 295 (2000),Issue 3,article,,2000
Leaving Paradise: Dropping Out of the Federal Depository Library Program,"McKenzie, Elizabeth M.;Gemellaro, Elizabeth;Walters, Caroline",92 Law Libr. J. 305 (2000),Issue 3,article,,2000
Has the Bluebook Met Its Match--The ALWD Citation Manual,"Bast, Carol M.;Harrell, Susan",92 Law Libr. J. 337 (2000),Issue 3,article,,2000
On Asking for Help,"Whisner, Mary",92 Law Libr. J. 377 (2000),Issue 3,article,,2000
Another Response to Taylor's Comparison of KeyCite and Shepard's ,"Dabney, Dan",92 Law Libr. J. 381 (2000),Issue 3,article,,2000
Better Search Engines for Law,"Barmakian, Deanna",92 Law Libr. J. 399 (2000),Issue 4,article,,2000
"Linking Globally, Coping Locally: Cataloging Internet Resources at the University of Colorado Law Library","Selden, Karen",92 Law Libr. J. 439 (2000),Issue 4,article,,2000
